,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cost,cuisine 1,cuisine 2,cuisine 3,cuisine 4,cuisine 5,cuisine 6,cuisine 7,cuisine 8,t1,t2,l1,l2,l3,l4,l5,l6,l7,location
4659,"Hobbit
                                    ",['Quic Bites'],Waad,3.8,170.0,3.9,1917.0,300,Biryani,Rolls,Chinese,,,,,,Quic Bites,,Noodle, Rolls, Chilli Paneer, Manchurian Rice, Fried Rice Chicen, Double Egg Roll, Manchow Soup,Waad
4660,"Hotel Shivanjali
                                    ","['Casual Dining', 'Bar']",Pashan,3.8,165.0,4.3,299.0,1400,Mughlai,Chinese,North Indian,,,,,,Casual Dining,Bar,Chicen Tia Biryani, Tandoori Chicen, Butter Chicen, Sea Food, Neer Dosa, Chicen 65, Dal ichadi,Pashan
4661,"Joshi Wadewale
                                    ",['Quic Bites'],Baner,2.5,17.0,4.0,149.0,200,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Baner
4662,"Joshi Wadewale
                                    ",['Quic Bites'],Shivaji Nagar,3.5,124.0,3.8,0.0,200,South Indian,Street Food,,,,,,,Quic Bites,,Vada Pav, Misal Pav, Tea, Masala Chai,,,,Shivaji Nagar
4663,"Joshi Wadewale
                                    ",['Quic Bites'],Fatima Nagar,2.6,25.0,3.8,182.0,150,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Fatima Nagar
4664,"Joshi Wadewale
                                    ",['Quic Bites'],Sus,2.8,34.0,3.8,0.0,200,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Sus
4665,"Joshi Wadewale
                                    ",['Quic Bites'],Vishrantwadi,2.8,19.0,4.2,245.0,150,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Vishrantwadi
4666,"Joshi Wadewale
                                    ",['Quic Bites'],Rasta Peth,3.6634499896458945,,3.8,0.0,150,Maharashtrian,,,,,,,,Quic Bites,,,,,,,,,Rasta Peth
4667,"Joshi Wadewale
                                    ",['Quic Bites'],FC Road,2.2,162.0,3.8,0.0,100,South Indian,Street Food,,,,,,,Quic Bites,,Vada Pav, Tea, Misal, Cold Coffee, Batata Bhaji,,,FC Road
4668,"Joshi Wadewale
                                    ",['Quic Bites'],Viman Nagar,2.9,16.0,3.8,0.0,200,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Viman Nagar
4669,"Joshi Wadewale
                                    ",['Quic Bites'],Yerawada,2.8,40.0,3.8,0.0,150,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Yerawada
4670,"Joshi Wadewale
                                    ",,Budhwar Peth,2.7,44.0,3.8,0.0,100,South Indian,Street Food,,,,,,,,,,,,,,,,Budhwar Peth
4671,"Joshi Wadewale
                                    ",['Quic Bites'],Vishrantwadi,2.4,17.0,3.8,0.0,100,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Vishrantwadi
4672,"Joshi Wadewale
                                    ",['Quic Bites'],Mulshi Road,3.5,16.0,3.8,0.0,200,South Indian,Street Food,,,,,,,Quic Bites,,,,,,,,,Mulshi Road
4673,"Joshi Wadewale
                                    ",['Quic Bites'],Bhosari,3.6634499896458945,,3.8,0.0,100,South Indian,Maharashtrian,,,,,,,Quic Bites,,,,,,,,,Bhosari
4674,"Gourmet Men
                                    ",,Wadgaon Sheri,3.6,5411.0,3.8,0.0,600,Healthy Food,Fast Food,Burger,Panini,Pizza,,,,,,Potato Wedges, Butter Chicen Panini, Bbq Chicen Pizza, Paneer Sandwich, Pepperoni, Burgers, Doner ebab,Wadgaon Sheri
4675,"Gourmet Men
                                    ",,Pimple Saudagar,3.3,57.0,3.8,0.0,600,Healthy Food,Fast Food,Burger,Panini,Pizza,,,,,,,,,,,,,Pimple Saudagar
4676,"Gourmet Men
                                    ",['Quic Bites'],Viman Nagar,3.9,84.0,3.5,545.0,600,Healthy Food,Fast Food,Burger,Panini,Pizza,,,,Quic Bites,,Potato Wedges, Salad, Streay Bacon, Sandwich, Peri Peri Chicen Pizza,,,Viman Nagar
4677,"Gourmet Men
                                    ",,Wanowrie,3.6,246.0,3.8,0.0,600,Healthy Food,Fast Food,Burger,Panini,Pizza,,,,,,,,,,,,,Wanowrie
4678,"Gourmet Men
                                    ",,Magarpatta,3.2,327.0,3.8,0.0,600,Healthy Food,Fast Food,Burger,Panini,Pizza,,,,,,,,,,,,,Magarpatta
4679,"Cupcae Bliss Caes & Desserts
                                    ",,othrud,3.6,154.0,3.8,0.0,300,Desserts,Baery,,,,,,,,,,,,,,,,othrud
4680,"BC Biryani ebab And Curries
                                    ",,ondhwa,4.3,148.0,3.8,0.0,250,Biryani,,,,,,,,,,,,,,,,,ondhwa
4681,"Biryani Bowl
                                    ",['Quic Bites'],Ravet,3.0,34.0,2.9,999.0,300,Chinese,North Indian,Biryani,,,,,,Quic Bites,,,,,,,,,Ravet
4682,"Shri Chaturshringi Mata Snac Centre
                                    ",['Quic Bites'],Erandwane,3.3,24.0,3.8,236.0,200,Chinese,North Indian,South Indian,,,,,,Quic Bites,,,,,,,,,Erandwane
4683,"Savya Rasa
                                    ","['Fine Dining', 'Bar']",oregaon Par,4.9,1245.0,4.1,223.0,2100,Chettinad,erala,Mangalorean,South Indian,,,,,Fine Dining,Bar,Appam, Neer Dosa, Coctails, Fish, Vegetable Stew, Coffee, Paratha,oregaon Par
4684,"Chinjabi
                                    ",['Casual Dining'],Bavdhan,3.9,303.0,4.0,807.0,1200,Beverages,Chinese,North Indian,,,,,,Casual Dining,,Sea Food, Singapore Noodles, Lemon Coriander Soup, Manchurian, Chicen Rosali ebab, Sweet Corn Chicen Soup, Noodle Soup,Bavdhan
4685,"The Bento Company
                                    ",['Casual Dining'],"City Hub @ WTC, haradi",3.5,77.0,3.9,101.0,800,Japanese,,,,,,,,Casual Dining,,Sushi, Noodle, Bento Box, Teriyai Chicen Bento, Yai Tori, Salad,, haradi
4686,"wality Wall's
                                    ",,Pimpri,4.6,156.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Pimpri
4687,"Azzurro
                                    ","['Pub', 'Casual Dining']",Baner,4.0,1082.0,3.8,0.0,1600,Mughlai,North Indian,Asian,Continental,,,,,Pub,Casual Dining,Coctails, Moctails, Pasta, Salsa, Chicen Tia, Chicen Wings, Pizza,Baner
4688,"Ruchira Food
                                    ",['Quic Bites'],ondhwa,3.6634499896458945,,3.8,0.0,350,Rolls,Chinese,North Indian,,,,,,Quic Bites,,,,,,,,,ondhwa
4689,"Panjabi itchen
                                    ",,Ravet,3.6634499896458945,,3.8,0.0,350,Chinese,North Indian,,,,,,,,,,,,,,,,Ravet
4690,"Crawn Pizza
                                    ",['Quic Bites'],Hadapsar,3.6634499896458945,,3.8,0.0,250,Fast Food,,,,,,,,Quic Bites,,,,,,,,,Hadapsar
4691,"Ras Rang Sweets
                                    ","['Sweet Shop', 'Baery']",Bhosari,4.3,250.0,3.8,0.0,300,Baery,Mithai,,,,,,,Sweet Shop,Baery,,,,,,,,Bhosari
4692,"Shahin Tasty Foods
                                    ",,Yerawada,3.6634499896458945,,3.8,0.0,200,North Indian,,,,,,,,,,,,,,,,,Yerawada
4693,"Hotel Late Night Bite
                                    ",,atraj,3.6634499896458945,,3.8,0.0,400,Fast Food,,,,,,,,,,,,,,,,,atraj
4694,"wality Wall's
                                    ",,Pimpri,4.6,156.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Pimpri
4695,"wality Wall's
                                    ",,Viman Nagar,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Viman Nagar
4696,"wality Wall's
                                    ",,oregaon Par,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,oregaon Par
4697,"wality Wall's
                                    ",,Hadapsar,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Hadapsar
4698,"wality Wall's
                                    ",,Rasta Peth,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Rasta Peth
4699,"wality Wall's
                                    ",,Pimple Saudagar,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Pimple Saudagar
4700,"wality Wall's
                                    ",,Baner,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Baner
4701,"wality Wall's
                                    ",,othrud,3.9,32.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,othrud
4702,"wality Wall's
                                    ",,Magarpatta,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Magarpatta
4703,"wality Wall's
                                    ",,othrud,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,othrud
4704,"wality Wall's
                                    ",,Narhe,4.2,1.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Narhe
4705,"wality Wall's
                                    ",,Talegaon,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Talegaon
4706,"wality Wall's
                                    ",,Bhosari,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Bhosari
4707,"wality Wall's
                                    ",,Pashan,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Pashan
4708,"wality Wall's
                                    ",,Talegaon,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Talegaon
4709,"wality Wall's
                                    ",,Bhosari,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Bhosari
4710,"wality Wall's
                                    ",,Chinchwad,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Chinchwad
4711,"wality Wall's
                                    ",,Wagholi,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Wagholi
4712,"wality Wall's
                                    ",,Narhe,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Narhe
4713,"wality Wall's
                                    ",,Aundh,3.6634499896458945,,3.8,0.0,500,Desserts,Ice Cream,,,,,,,,,,,,,,,,Aundh
4714,"wality Wall's
                                    ",['Dessert Parlor'],Waad,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,Dessert Parlor,,,,,,,,,Waad
4715,"wality Wall's
                                    ",,Rasta Peth,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Rasta Peth
4716,"wality Wall's
                                    ",,Dehu Road,3.6634499896458945,,3.8,0.0,200,Ice Cream,Desserts,,,,,,,,,,,,,,,,Dehu Road
4717,"wality Wall's
                                    ",,Lohegaon,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Lohegaon
4718,"wality Wall's
                                    ",,oregaon Par,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,oregaon Par
4719,"wality Wall's
                                    ",,atraj,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,atraj
4720,"wality Wall's
                                    ",,Chinchwad,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Chinchwad
4721,"wality Wall's
                                    ",['Dessert Parlor'],Pimpri,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,Dessert Parlor,,,,,,,,,Pimpri
4722,"wality Wall's
                                    ",,Dehu Road,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Dehu Road
4723,"wality Wall's
                                    ",,Waad,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Waad
4724,"wality Wall's
                                    ",,NIBM Road,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,NIBM Road
4725,"wality Wall's
                                    ",,Hadapsar,4.2,0.0,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Hadapsar
4726,"wality Wall's
                                    ",,Chinchwad,3.6634499896458945,,3.8,0.0,200,Desserts,Ice Cream,,,,,,,,,,,,,,,,Chinchwad
4727,"Tamyra The Wireless itchen
                                    ",,Bavdhan,3.7,735.0,3.8,0.0,500,Lucnowi,Mughlai,Biryani,North Indian,Chinese,,,,,,Phirni, Chicen Roll, Dahi e ebab, Chicen Biryani, Chilli Paneer, Mutton Curry, Garlic Naan,Bavdhan
4728,"Green Salad Company
                                    ",,Wadgaon Sheri,4.2,1236.0,3.8,0.0,500,Healthy Food,Salad,,,,,,,,,,,,,,,,Wadgaon Sheri
4729,"Saffron MultiCuisine & Sea Food Restaurant
                                    ","['Casual Dining', 'Bar']",Pashan,4.1,381.0,3.8,1902.0,1000,Chinese,Mughlai,North Indian,Seafood,,,,,Casual Dining,Bar,Sea Food, Fish, Butter Naan, Chicen Manchow Soup, Vegetable Biryani, Butter Chicen, Murgh Banjara,Pashan
4730,"Oh So Stoned
                                    ",['Dessert Parlor'],"The Pavillion, Senapati Bapat Road",3.0,102.0,3.4,262.0,500,Beverages,Desserts,Ice Cream,,,,,,Dessert Parlor,,Waffles, Brownie, Bubble Waffle,,,,, Senapati Bapat Road
4731,"Mad Pav Bhaji
                                    ",['Quic Bites'],Viman Nagar,2.8,92.0,3.4,839.0,200,Street Food,,,,,,,,Quic Bites,,olhapuri Pav Bhaji, Cheese Pav Bhaji, Butter Pav Bhaji,,,,,Viman Nagar
4732,"Malashree Pure Veg
                                    ",['Casual Dining'],Pimpri,3.9,199.0,3.8,2019.0,550,Chinese,North Indian,,,,,,,Casual Dining,,Chaap,,,,,,,Pimpri
4733,"Hotel Raghvendra
                                    ",['Casual Dining'],Chinchwad,3.2,34.0,3.8,0.0,600,South Indian,Chinese,North Indian,,,,,,Casual Dining,,,,,,,,,Chinchwad
4734,"olhapuri Zanzanit Pahunchar
                                    ",['Quic Bites'],Chinchwad,3.9,122.0,3.6,772.0,450,Maharashtrian,North Indian,,,,,,,Quic Bites,,Pandhra Rassa, Chicen Fry, Chicen Thali, Egg Masala, Mutton Thali, Mutton Fry, Anda Masala,Chinchwad
4735,"rushnaala Misal
                                    ",['Quic Bites'],Wadgaon Sheri,3.9,4.0,3.9,65.0,250,Maharashtrian,,,,,,,,Quic Bites,,,,,,,,,Wadgaon Sheri
4736,"Shahi Dawat
                                    ",['Quic Bites'],Camp Area,3.9,102.0,3.7,98.0,500,Chinese,Mughlai,North Indian,,,,,,Quic Bites,,Paratha, Seeh ebab, Butter Chicen, Tandoori Chicen, Roti, Chicen Biryani,,Camp Area
4737,"Jumboing
                                    ",['Quic Bites'],Aurdi,3.1,86.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,Burgers, Vada Pav, Fries,,,,,Aurdi
4738,"Thanco's Natural Ice Cream
                                    ",['Dessert Parlor'],NIBM Road,4.0,65.0,4.2,293.0,400,Beverages,Desserts,Ice Cream,,,,,,Dessert Parlor,,Coffee, Belgian Chocolate,,,,,,NIBM Road
4739,"Hotel Durga
                                    ",['Quic Bites'],othrud,4.3,484.0,3.8,0.0,300,South Indian,Fast Food,,,,,,,Quic Bites,,Misal Pav, Hot Coffee, Pav Bhaji, Omelette, Egg Bhurji, Anda Bhurji, Masala Pav,othrud
4740,"Flute
                                    ","['Casual Dining', 'Bar']",Waad,4.1,298.0,3.7,37.0,700,North Indian,Continental,Chinese,,,,,,Casual Dining,Bar,Coctails, Moctails, Butter Garlic Prawns,,,,,Waad
4741,"Shri rishna Bhuvan
                                    ",['Quic Bites'],Budhwar Peth,4.1,334.0,3.8,0.0,200,Maharashtrian,Street Food,,,,,,,Quic Bites,,Misal Pav, Puneri Misal, Spicy Misal, olhapuri Misal, Buttermil, anda Bhaji, Poha,Budhwar Peth
4742,"Mad Pav Bhaji
                                    ",['Quic Bites'],Viman Nagar,2.8,92.0,3.4,839.0,200,Street Food,,,,,,,,Quic Bites,,olhapuri Pav Bhaji, Cheese Pav Bhaji, Butter Pav Bhaji,,,,,Viman Nagar
4743,"Mad Pav Bhaji
                                    ",['Quic Bites'],Vishrantwadi,3.1,666.0,3.8,0.0,200,Street Food,,,,,,,,Quic Bites,,Butter Pav Bhaji, Cheese Pav Bhaji,,,,,,Vishrantwadi
4744,"Mad Pav Bhaji
                                    ",,Magarpatta,3.9,22.0,3.8,0.0,200,Street Food,,,,,,,,,,,,,,,,,Magarpatta
4745,"Mad Pav Bhaji
                                    ",,alyani Nagar,3.6,165.0,3.8,0.0,200,Street Food,,,,,,,,,,Pav Bhaji, Masala Pav,,,,,,alyani Nagar
4746,"Mad Pav Bhaji
                                    ",['Quic Bites'],Pimple Saudagar,3.9,21.0,3.8,0.0,200,Street Food,,,,,,,,Quic Bites,,,,,,,,,Pimple Saudagar
4747,"Malashree Pure Veg
                                    ",['Casual Dining'],Pimpri,3.9,199.0,3.8,2019.0,550,Chinese,North Indian,,,,,,,Casual Dining,,Chaap,,,,,,,Pimpri
4748,"Malashree Pure Veg
                                    ",['Quic Bites'],Pimple Gurav,3.1,25.0,3.3,77.0,600,Maharashtrian,Biryani,North Indian,Chinese,,,,,Quic Bites,,,,,,,,,Pimple Gurav
4749,"Malashree Pure Veg
                                    ",['Quic Bites'],Pimpri,3.7,89.0,3.6,312.0,400,Chinese,South Indian,North Indian,,,,,,Quic Bites,,,,,,,,,Pimpri
4750,"Malashree Pure Veg
                                    ",['Quic Bites'],Hinjawadi,2.9,8.0,3.9,22.0,500,Biryani,Chinese,North Indian,,,,,,Quic Bites,,,,,,,,,Hinjawadi
4751,"Jumboing
                                    ",['Quic Bites'],Aurdi,3.1,86.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,Burgers, Vada Pav, Fries,,,,,Aurdi
4752,"Jumboing
                                    ",['Quic Bites'],Bhosari,4.1,201.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Bhosari
4753,"Jumboing
                                    ",['Quic Bites'],Waad,3.2,87.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Waad
4754,"Jumboing
                                    ",['Quic Bites'],Pimpri,3.6634499896458945,,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Pimpri
4755,"Jumboing
                                    ",['Quic Bites'],Pimple Gurav,3.2,6.0,3.9,46.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Pimple Gurav
4756,"Jumboing
                                    ",['Quic Bites'],Chinchwad,3.0,26.0,3.8,721.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Chinchwad
4757,"Jumboing
                                    ",['Quic Bites'],Waad,2.8,101.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,Vada Pav, Burgers,,,,,,Waad
4758,"Jumboing
                                    ",['Quic Bites'],Waad,3.1,89.0,3.6,1715.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Waad
4759,"Jumboing
                                    ",['Quic Bites'],FC Road,3.1,7.0,4.1,180.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,FC Road
4760,"Jumboing
                                    ",['Quic Bites'],Pimpri,2.4,4.0,3.9,57.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Pimpri
4761,"Jumboing
                                    ",['Quic Bites'],Chinchwad,3.3,8.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Chinchwad
4762,"Jumboing
                                    ",['Quic Bites'],Ravet,3.6634499896458945,,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Ravet
4763,"Jumboing
                                    ",['Quic Bites'],Talegaon,3.5,65.0,3.8,0.0,250,Fast Food,Burger,,,,,,,Quic Bites,,,,,,,,,Talegaon
4764,"Jumboing Foods
                                    ",['Quic Bites'],Old MumbaiPune Highway,3.6634499896458945,,3.8,0.0,300,Fast Food,,,,,,,,Quic Bites,,,,,,,,,Old MumbaiPune Highway
4765,"DV's Pizza
                                    ",['Quic Bites'],Hinjawadi,4.2,332.0,3.4,1487.0,500,Fast Food,Pizza,,,,,,,Quic Bites,,Chocolava, Chocolate Lava Cae, Exotic Pizza, French Fries, Cheesy Pizza, Garlic Bread,,Hinjawadi
4766,"Vaidya Uphar Gruha
                                    ",['Quic Bites'],Budhwar Peth,3.9,50.0,3.8,0.0,300,Maharashtrian,,,,,,,,Quic Bites,,Batata Bhaji, Puneri Misal,,,,,,Budhwar Peth
4767,"Forennte
                                    ",['Baery'],oregaon Par,4.6,827.0,4.6,560.0,450,Desserts,Baery,,,,,,,Baery,,Cupcae, Coffee, Chocolate Brownie Mousse, Ferrero Rocher Cae, Tiramisu, Walnut Brownie, Salted Caramel Cae,oregaon Par
4768,"Angreji Burgers And Pizza
                                    ",,Wadgaon Sheri,3.2,176.0,3.8,0.0,400,Fast Food,,,,,,,,,,,,,,,,,Wadgaon Sheri
4769,"Hotel Shiv Deep Vada Wale
                                    ",['Quic Bites'],arve Nagar,3.2,33.0,3.9,77.0,150,Maharashtrian,,,,,,,,Quic Bites,,,,,,,,,arve Nagar
4770,"The Coffee Cafe
                                    ",['Quic Bites'],haradi,3.8,49.0,3.6,108.0,400,Beverages,Fast Food,,,,,,,Quic Bites,,,,,,,,,haradi
4771,"Hotel Roopa Pure Veg
                                    ",['Casual Dining'],Hinjawadi,3.2,98.0,4.0,1002.0,450,Chinese,North Indian,,,,,,,Casual Dining,,Aloo Paratha, Dal Mahani, Veg Manchurian, Dal Bati, Veg Thali, Masala Paneer, Noodle,Hinjawadi
4772,"Shraddha Restaurant
                                    ",['Quic Bites'],arve Nagar,3.8,1325.0,3.7,14.0,600,Malwani,Maharashtrian,Mughlai,Rolls,South Indian,Chinese,North Indian,,Quic Bites,,Rolls, Chicen Biryani, Tea, Chai, Veggie Roll, Manchurian Roll, Paratha,arve Nagar
4773,"MH Tada Special Misal House
                                    ",['Quic Bites'],Erandwane,3.9,157.0,4.1,443.0,200,Street Food,,,,,,,,Quic Bites,,Farsan, Masala Taa, Misal Pav, Buttermil, Dahi Misal, Cheese Misal,,Erandwane
4774,"New Uppala
                                    ",['Casual Dining'],Viman Nagar,3.6,42.0,3.8,0.0,550,Fast Food,South Indian,North Indian,,,,,,Casual Dining,,,,,,,,,Viman Nagar
4775,"Hotel Malhar
                                    ",['Quic Bites'],Pimple Saudagar,3.9,95.0,4.1,2582.0,150,Street Food,Maharashtrian,,,,,,,Quic Bites,,Misal Pav, Buttermil, Lassi,,,,,Pimple Saudagar
4776,"Vidisha Pure Veg
                                    ",['Casual Dining'],Chinchwad,3.6,46.0,3.9,65.0,800,Continental,Maharashtrian,Italian,Chinese,North Indian,,,,Casual Dining,,,,,,,,,Chinchwad
4777,"Shaes and Bites
                                    ",['Café'],Magarpatta,3.9,135.0,3.3,1427.0,500,Beverages,Desserts,Salad,Fast Food,Wraps,Sandwich,Burger,Cafe,Café,,Waffles, Sandwich, Pasta, Thic Shaes, Burgers, Garlic Bread, Frea Shae,Magarpatta
